"SPECIES","PHASE_OF_FLIGHT","TIME_OF_DAY","reported_strikes","damaging_strikes","damage_rate"
"Little brown bat","Climb","Day",1,0,0
"Little brown bat","Climb","Night",1,0,0
"Little brown bat","Descent","Night",1,0,0
"Little brown bat","Local","Day",1,0,0
"Little brown bat","Take-off Run","Day",1,0,0
"Little brown bat","Take-off Run","Night",1,0,0
"Little owl","Landing Roll","Night",1,0,0
"Little red flying fox","Approach","Night",1,0,0
"Loggerhead kingbird","Take-off Run","Day",1,0,0
"Loggerhead shrike","Approach","Dusk",1,0,0
"Loggerhead shrike","Climb","Night",1,0,0
"Loggerhead shrike","Landing Roll","Dusk",1,0,0
"Loggerhead shrike","Local","Day",1,0,0
"Loggerhead shrike","Take-off Run","Dawn",1,0,0
"Loggerhead shrike","Taxi","Day",1,0,0
"Long-billed curlew","Approach","Day",1,0,0
"Long-billed curlew","Landing Roll","Night",1,0,0
"Long-billed curlew","Take-off Run","Day",1,0,0
"Long-billed dowitcher","Climb","Night",1,0,0
"Long-billed thrasher","Landing Roll","Day",1,0,0
"Long-eared owl","Landing Roll","Night",1,0,0
"Long-eared owl","Taxi","Day",1,0,0
"Long-legged myotis","Approach","Day",1,0,0
"Long-tailed duck","Climb","Day",1,0,0
"Longspurs, snow buntings","Climb","Day",1,0,0
"Longspurs, snow buntings","Climb","Dusk",1,0,0
"Louisiana waterthrush","Approach","Night",1,0,0
"MacGillivray's warbler","Arrival","Night",1,0,0
"MacGillivray's warbler","Climb","Day",1,0,0
"MacGillivray's warbler","En Route","Night",1,0,0
"MacGillivray's warbler","Landing Roll","Day",1,0,0
"Magnificent frigatebird","Take-off Run","Dawn",1,0,0
"Magnolia warbler","Climb","Day",1,0,0
"Magnolia warbler","Climb","Night",1,0,0
"Magnolia warbler","En Route","Day",1,0,0
"Magnolia warbler","Landing Roll","Night",1,0,0
"Magnolia warbler","Take-off Run","Dawn",1,0,0
"Mallard","Arrival","Day",1,0,0
"Mallard","Departure","Day",1,0,0
"Mallard","Descent","Dusk",1,0,0
"Mallard","Local","Day",1,0,0
"Mallard","Local","Night",1,0,0
"Mallard","Taxi","Day",1,0,0
"Mallard","Taxi","Dusk",1,0,0
"Mallard/American black duck complex","Climb","Dawn",1,0,0
"Mallard/mottled duck complex","Approach","Day",1,0,0
"Marbled godwit","Approach","Night",1,0,0
"Marbled godwit","Landing Roll","Day",1,0,0
"Marbled godwit","Take-off Run","Dusk",1,0,0
"Marbled murrelet","Descent","Dawn",1,0,0
"Marsh wren","En Route","Night",1,0,0
"Marsh wren","Landing Roll","Night",1,0,0
"Marsh wren","Take-off Run","Dawn",1,0,0
"Mauritian tomb bat","Departure","Night",1,0,0
"McKay's bunting","Take-off Run","Night",1,0,0
"Meadow pipit","Climb","Day",1,0,0
"Meadowlarks","Arrival","Day",1,0,0
"Meadowlarks","Climb","Dawn",1,0,0
"Meadowlarks","Climb","Dusk",1,0,0
"Meadowlarks","Local","Dawn",1,0,0
"Meadowlarks","Local","Day",1,0,0
"Medium egret","Climb","Day",1,0,0
"Megabats","Approach","Day",1,0,0
"Megabats","Take-off Run","Night",1,0,0
"Merlin","Approach","Dawn",1,0,0
"Merlin","Approach","Night",1,0,0
"Merlin","Arrival","Day",1,0,0
"Merlin","Departure","Day",1,0,0
"Merlin","Landing Roll","Night",1,0,0
"Merlin","Local","Dawn",1,0,0
"Merlin","Local","Day",1,0,0
"Merlin","Take-off Run","Dusk",1,0,0
"Microbats","Approach","Dawn",1,0,0
"Microbats","Climb","Dusk",1,0,0
"Microbats","Departure","Dusk",1,0,0
"Microbats","Landing Roll","Dawn",1,0,0
"Microbats","Take-off Run","Dawn",1,0,0
"Microbats","Take-off Run","Dusk",1,0,0
"Microbats","Taxi","Night",1,0,0
"Mississippi kite","Approach","Dawn",1,0,0
"Mitred parakeet","Approach","Day",1,0,0
"Monk parakeet","Landing Roll","Day",1,0,0
"Moose","Approach","Day",1,0,0
"Mottled duck","Approach","Dusk",1,0,0
"Mottled duck","Climb","Day",1,0,0
"Mottled duck","Landing Roll","Day",1,0,0
"Mountain bluebird","Approach","Dusk",1,0,0
"Mountain bluebird","Descent","Day",1,0,0
"Mountain bluebird","Take-off Run","Dusk",1,0,0
"Mountain bluebird","Take-off Run","Night",1,0,0
"Mountain chickadee","Landing Roll","Day",1,0,0
"Mourning dove","Arrival","Dawn",1,0,0
"Mourning dove","Parked","Dawn",1,0,0
"Mourning dove","Parked","Night",1,0,0
"Mourning dove","Taxi","Dawn",1,0,0
"Mourning dove","Taxi","Dusk",1,0,0
"Mourning warbler","En Route","Night",1,0,0
"Mugimaki flycatcher","Departure","Night",1,0,0
"Mule deer","Taxi","Day",1,0,0
"Munias","Climb","Day",1,0,0
"Munias","Landing Roll","Dawn",1,0,0
"Muscovy duck","Approach","Day",1,0,0
"Mute swan","Landing Roll","Night",1,0,0
"Naked-rumped tomb bat","Departure","Night",1,0,0
"Nanday parakeet","Approach","Day",1,0,0
"Nanday parakeet","Landing Roll","Day",1,0,0
"Nanday parakeet","Take-off Run","Day",1,0,0
"Nashville warbler","Approach","Dusk",1,0,0
"Nashville warbler","Climb","Dawn",1,0,0
"Nashville warbler","Take-off Run","Dawn",1,0,0
"Neotropic cormorant","Approach","Day",1,0,0
"Neotropic cormorant","Approach","Night",1,0,0
"New World quail","Landing Roll","Day",1,0,0
"New World vultures","Approach","Dawn",1,0,0
"New World vultures","Approach","Dusk",1,0,0
"New World vultures","Arrival","Day",1,0,0
"New World vultures","Climb","Dusk",1,0,0
"New World vultures","Climb","Night",1,0,0
"New World vultures","Take-off Run","Dawn",1,0,0
"New World wood-warblers","Descent","Dusk",1,0,0
"New World wood-warblers","Descent","Night",1,0,0
"New World wood-warblers","Take-off Run","Dusk",1,0,0
"Nightjars","Approach","Day",1,0,0
"Nightjars","Landing Roll","Night",1,0,0
"Nightjars","Take-off Run","Dawn",1,0,0
"Noddies","Approach","Day",1,0,0
"Noddies","Take-off Run","Day",1,0,0
"North American porcupine","Landing Roll","Dusk",1,0,0
"Northern bobwhite","Approach","Day",1,0,0
"Northern bobwhite","Climb","Day",1,0,0
"Northern bobwhite","Local","Night",1,0,0
"Northern bobwhite","Taxi","Dawn",1,0,0
"Northern cardinal","Approach","Night",1,0,0
"Northern cardinal","Arrival","Night",1,0,0
"Northern flicker","Approach","Dusk",1,0,0
"Northern flicker","Arrival","Night",1,0,0
"Northern flicker","Climb","Dusk",1,0,0
"Northern flicker","Departure","Day",1,0,0
"Northern flicker","Departure","Night",1,0,0
"Northern fulmar","Landing Roll","Day",1,0,0
"Northern harrier","Approach","Dusk",1,0,0
"Northern harrier","Take-off Run","Dawn",1,0,0
"Northern hawk owl","Approach","Day",1,0,0
"Northern hawk owl","Take-off Run","Day",1,0,0
"Northern house wren","Descent","Day",1,0,0
"Northern house wren","Descent","Night",1,0,0
"Northern house wren","En Route","Day",1,0,0
"Northern house wren","En Route","Night",1,0,0
"Northern house wren","Landing Roll","Night",1,0,0
"Northern house wren","Take-off Run","Day",1,0,0
"Northern mockingbird","Landing Roll","Dusk",1,0,0
"Northern mockingbird","Take-off Run","Night",1,0,0
"Northern parula","Departure","Night",1,0,0
"Northern parula","Descent","Day",1,0,0
"Northern parula","En Route","Day",1,0,0
"Northern parula","Take-off Run","Day",1,0,0
"Northern pintail","Arrival","Dusk",1,0,0
"Northern pintail","Local","Day",1,0,0
"Northern pintail","Take-off Run","Day",1,0,0
"Northern rough-winged swallow","Approach","Night",1,0,0
"Northern rough-winged swallow","Arrival","Day",1,0,0
"Northern rough-winged swallow","Climb","Dawn",1,0,0
"Northern rough-winged swallow","Landing Roll","Dusk",1,0,0
"Northern rough-winged swallow","Take-off Run","Dawn",1,0,0
"Northern rough-winged swallow","Take-off Run","Night",1,0,0
"Northern saw-whet owl","Approach","Day",1,0,0
"Northern saw-whet owl","Landing Roll","Night",1,0,0
"Northern saw-whet owl","Take-off Run","Night",1,0,0
"Northern shoveler","Take-off Run","Day",1,0,0
"Northern shrike","Approach","Day",1,0,0
"Northern waterthrush","Approach","Dawn",1,0,0
"Northern waterthrush","Climb","Night",1,0,0
"Northern waterthrush","Departure","Day",1,0,0
"Northern waterthrush","Descent","Night",1,0,0
"Northern waterthrush","En Route","Night",1,0,0
"Northern waterthrush","Landing Roll","Day",1,0,0
"Northern waterthrush","Landing Roll","Night",1,0,0
"Northern yellow bat","Approach","Dusk",1,0,0
"Northern yellow bat","Climb","Night",1,0,0
"Nuthatches","Approach","Night",1,0,0
"Old World vultures","Landing Roll","Day",1,0,0
"Old World warblers","Approach","Day",1,0,0
"Olive-backed pipit","Descent","Dawn",1,0,0
"Olive-sided flycatcher","Approach","Day",1,0,0
"Olive-sided flycatcher","Approach","Night",1,0,0
"Olive sparrow","Landing Roll","Day",1,0,0
"Orange-crowned warbler","Approach","Dusk",1,0,0
"Orange-crowned warbler","Climb","Night",1,0,0
"Orange-crowned warbler","Descent","Day",1,0,0
"Orange-crowned warbler","En Route","Day",1,0,0
"Orange-crowned warbler","Local","Night",1,0,0
"Orange-crowned warbler","Take-off Run","Day",1,0,0
"Orchard oriole","Climb","Day",1,0,0
"Orchard oriole","Climb","Night",1,0,0
"Orchard oriole","Descent","Night",1,0,0
"Orchard oriole","Landing Roll","Dawn",1,0,0
"Oriental plover","Take-off Run","Day",1,0,0
"Oriental turtle dove","Climb","Day",1,0,0
"Orioles","Approach","Day",1,0,0
"Orioles","Landing Roll","Day",1,0,0
"Osprey","Approach","Dawn",1,0,0
"Osprey","Descent","Dusk",1,0,0
"Osprey","Landing Roll","Dusk",1,0,0
"Ovenbird","Climb","Dawn",1,0,0
"Ovenbird","Climb","Day",1,0,0
"Ovenbird","Departure","Night",1,0,0
"Ovenbird","Take-off Run","Day",1,0,0
"Ovenbird","Taxi","Day",1,0,0
"Owls","Departure","Day",1,0,0
"Owls","Departure","Night",1,0,0
"Owls","Parked","Night",1,0,0
"Owls","Taxi","Night",1,0,0
"Pacific flying fox","Landing Roll","Night",1,0,0
"Pacific golden-plover","Arrival","Dawn",1,0,0
"Pacific golden-plover","Departure","Dusk",1,0,0
"Pacific golden-plover","Local","Night",1,0,0
"Pacific golden-plover","Parked","Day",1,0,0
"Pacific golden-plover","Taxi","Night",1,0,0
"Pacific loon","Climb","Day",1,0,0
"Painted bunting","Departure","Night",1,0,0
"Painted turtle","Landing Roll","Day",1,0,0
"Pallas's long-tongued bat","Take-off Run","Night",1,0,0
"Pallas's mastiff bat","Approach","Night",1,0,0
"Pallas's mastiff bat","Climb","Day",1,0,0
"Pallas's mastiff bat","Departure","Dawn",1,0,0
"Pallas's mastiff bat","Departure","Day",1,0,0
"Pallas's mastiff bat","Departure","Night",1,0,0
"Palm warbler","Arrival","Day",1,0,0
"Palm warbler","Climb","Dawn",1,0,0
"Palm warbler","Climb","Day",1,0,0
"Palm warbler","Descent","Night",1,0,0
"Palm warbler","Landing Roll","Night",1,0,0
"Palm warbler","Take-off Run","Night",1,0,0
"Parrots","Approach","Dusk",1,0,0
"Parrots","Landing Roll","Day",1,0,0
"Partridges","Climb","Day",1,0,0
"Pectoral sandpiper","Approach","Dawn",1,0,0
"Pectoral sandpiper","Climb","Dawn",1,0,0
"Pectoral sandpiper","Climb","Night",1,0,0
"Pectoral sandpiper","Descent","Night",1,0,0
"Pectoral sandpiper","Landing Roll","Dawn",1,0,0
"Pectoral sandpiper","Landing Roll","Night",1,0,0
"Perching birds (y)","Arrival","Night",1,0,0
"Perching birds (y)","Local","Night",1,0,0
"Perching birds (z)","Approach","Day",1,0,0
"Peregrine falcon","Approach","Dawn",1,0,0
"Peregrine falcon","Arrival","Day",1,0,0
"Peregrine falcon","Departure","Day",1,0,0
"Peregrine falcon","Descent","Day",1,0,0
"Peregrine falcon","Landing Roll","Dawn",1,0,0
"Peregrine falcon","Parked","Day",1,0,0
"Pheasants","Take-off Run","Day",1,0,0
"Philadelphia vireo","Climb","Night",1,0,0
"Philippine collared dove","Landing Roll","Day",1,0,0
"Philippine collared dove","Take-off Run","Dusk",1,0,0
"Picazuro pigeon","Take-off Run","Day",1,0,0
"Pied-billed grebe","Climb","Dawn",1,0,0
"Pied-billed grebe","Take-off Run","Day",1,0,0
"Pigeons","Approach","Dawn",1,0,0
"Pigeons","Approach","Dusk",1,0,0
"Pigeons","Approach","Night",1,0,0
"Pigeons","Climb","Dusk",1,0,0
"Pigeons","Departure","Day",1,0,0
"Pigeons","Landing Roll","Night",1,0,0
"Pigeons","Parked","Day",1,0,0
"Pigeons","Take-off Run","Night",1,0,0
"Pigeons, doves","Approach","Dawn",1,0,0
"Pigeons, doves","Climb","Dusk",1,0,0
"Pigeons, doves","Climb","Night",1,0,0
"Pigeons, doves","En Route","Night",1,0,0
"Pigeons, doves","Take-off Run","Night",1,0,0
"Pigeons, doves","Taxi","Day",1,0,0
"Pin-tailed snipe","Take-off Run","Day",1,0,0
"Pine grosbeak","Approach","Day",1,0,0
"Pine siskin","Approach","Dusk",1,0,0
"Pine siskin","Descent","Dawn",1,0,0
"Pine siskin","Landing Roll","Dawn",1,0,0
"Pine siskin","Landing Roll","Night",1,0,0
"Pine warbler","Climb","Night",1,0,0
"Pine warbler","Descent","Night",1,0,0
"Pine warbler","Landing Roll","Day",1,0,0
"Pine warbler","Take-off Run","Day",1,0,0
"Piping plover","Take-off Run","Night",1,0,0
"Plovers","Approach","Dawn",1,0,0
"Plovers","Climb","Day",1,0,0
"Plovers","Climb","Dusk",1,0,0
"Plovers","Landing Roll","Dawn",1,0,0
"Plovers","Take-off Run","Night",1,0,0
"Plovers","Taxi","Day",1,0,0
"Plovers, lapwings","Approach","Night",1,0,0
"Plovers, lapwings","Landing Roll","Day",1,0,0
"Plovers, lapwings","Take-off Run","Day",1,0,0
"Pocketed free-tailed bat","Climb","Night",1,0,0
"Prairie falcon","Climb","Day",1,0,0
"Prairie falcon","Descent","Day",1,0,0
"Prairie falcon","Landing Roll","Day",1,0,0
"Prairie falcon","Take-off Run","Dusk",1,0,0
"Prairie warbler","Approach","Dusk",1,0,0
"Prairie warbler","Climb","Night",1,0,0
"Prothonotary warbler","Approach","Day",1,0,0
"Prothonotary warbler","Descent","Night",1,0,0
"Ptarmigans","Approach","Day",1,0,0
"Ptarmigans","En Route","Day",1,0,0
"Ptarmigans","Landing Roll","Day",1,0,0
"Purple finch","Approach","Night",1,0,0
"Purple finch","Descent","Day",1,0,0
"Purple finch","En Route","Day",1,0,0
"Purple finch","Landing Roll","Dusk",1,0,0
"Purple finch","Take-off Run","Day",1,0,0
"Purple gallinule","Taxi","Day",1,0,0
"Purple martin","Approach","Dawn",1,0,0
"Purple martin","Arrival","Day",1,0,0
"Purple martin","Climb","Night",1,0,0
"Purple martin","Departure","Day",1,0,0
"Purple martin","Departure","Night",1,0,0
"Purple martin","En Route","Day",1,0,0
"Purple sandpiper","Landing Roll","Day",1,0,0
"Pygmy nuthatch","Approach","Night",1,0,0
"Quails, pheasants","Approach","Day",1,0,0
"Quails, pheasants","Approach","Night",1,0,0
"Rabbits","Local","Day",1,0,0
"Raccoon","Approach","Day",1,0,0
"Raccoon","Approach","Dusk",1,0,0
"Raccoon","Approach","Night",1,0,0
"Raccoon","Landing Roll","Day",1,0,0
"Raccoon","Local","Night",1,0,0
"Raccoon","Taxi","Dawn",1,0,0
"Rails","Climb","Night",1,0,0
"Rails","Descent","Night",1,0,0
"Rails","En Route","Night",1,0,0
"Raptors: Hawks, eagles, vultures, kites, osprey, falcons, caracaras","Arrival","Day",1,0,0
"Raptors: Hawks, eagles, vultures, kites, osprey, falcons, caracaras","Local","Day",1,0,0
"Raptors: Hawks, eagles, vultures, kites, osprey, falcons, caracaras","Take-off Run","Dawn",1,0,0
"Raptors: Hawks, eagles, vultures, kites, osprey, falcons, caracaras","Taxi","Day",1,0,0
"Red-bellied woodpecker","Descent","Night",1,0,0
"Red-breasted merganser","Climb","Day",1,0,0
"Red-breasted nuthatch","Climb","Night",1,0,0
"Red-breasted sapsucker","Approach","Dusk",1,0,0
"Red-crested cardinal","Approach","Day",1,0,0
"Red-crowned amazon","Approach","Dusk",1,0,0
"Red-eyed vireo","Arrival","Day",1,0,0
"Red-eyed vireo","Arrival","Night",1,0,0
"Red-eyed vireo","Climb","Dawn",1,0,0
"Red-eyed vireo","Departure","Day",1,0,0
"Red-eyed vireo","Departure","Night",1,0,0
"Red-eyed vireo","Descent","Day",1,0,0
"Red-eyed vireo","En Route","Dusk",1,0,0
"Red-eyed vireo","Take-off Run","Dawn",1,0,0
"Red-eyed vireo","Take-off Run","Day",1,0,0
"Red-eyed vireo","Take-off Run","Night",1,0,0
"Red-footed booby","Approach","Day",1,0,0
"Red-legged kittiwake","Approach","Day",1,0,0
"Red-legged partridge","Take-off Run","Day",1,0,0
"Red-masked parakeet","Approach","Day",1,0,0
"Red-masked parakeet","Take-off Run","Day",1,0,0
"Red-naped sapsucker","Climb","Night",1,0,0
"Red-naped sapsucker","Descent","Day",1,0,0
"Red-naped sapsucker","En Route","Night",1,0,0
"Red-necked grebe","Approach","Night",1,0,0
"Red-shouldered hawk","Approach","Night",1,0,0
"Red-shouldered hawk","Descent","Day",1,0,0
"Red-shouldered hawk","En Route","Day",1,0,0
"Red-shouldered hawk","Landing Roll","Night",1,0,0
"Red-shouldered hawk","Take-off Run","Night",1,0,0
"Red-tailed hawk","Departure","Dusk",1,0,0
"Red-tailed hawk","Parked","Day",1,0,0
"Red-tailed tropicbird","Landing Roll","Day",1,0,0
"Red-throated loon","Approach","Dusk",1,0,0
"Red-throated loon","Climb","Dawn",1,0,0
"Red-throated loon","Descent","Day",1,0,0
"Red-wattled lapwing","Climb","Night",1,0,0
"Red-winged blackbird","Climb","Dusk",1,0,0
"Red-winged blackbird","Departure","Dusk",1,0,0
"Red-winged blackbird","Departure","Night",1,0,0
"Red-winged blackbird","Descent","Night",1,0,0
"Red-winged blackbird","En Route","Day",1,0,0
"Red-winged blackbird","En Route","Night",1,0,0
"Red-winged blackbird","Local","Dusk",1,0,0
"Red-winged blackbird","Take-off Run","Night",1,0,0
"Red-winged blackbird","Taxi","Night",1,0,0
"Red avadavat","Approach","Night",1,0,0
"Red avadavat","Climb","Day",1,0,0
"Red avadavat","Take-off Run","Day",1,0,0
"Red crossbill","Climb","Day",1,0,0
"Red crossbill","Landing Roll","Day",1,0,0
"Red crossbill","Take-off Run","Day",1,0,0
"Red fox","Approach","Dusk",1,0,0
"Red fox","Arrival","Night",1,0,0
"Red fox","Departure","Dawn",1,0,0
"Red fox","Take-off Run","Dusk",1,0,0
"Red knot","Approach","Night",1,0,0
"Red phalarope","Approach","Day",1,0,0
"Red phalarope","Take-off Run","Day",1,0,0
"Reddish egret","Landing Roll","Day",1,0,0
"Redhead","Approach","Dawn",1,0,0
"Redhead","En Route","Night",1,0,0
"Redpoll","Approach","Dawn",1,0,0
"Redpoll","Approach","Night",1,0,0
"Redpoll","En Route","Day",1,0,0
"Redpoll","En Route","Night",1,0,0
"Redpoll","Landing Roll","Day",1,0,0
"Redwing","Departure","Night",1,0,0
"Redwing","Landing Roll","Day",1,0,0
"Richardson's ground squirrel","Take-off Run","Day",1,0,0
"Ring-billed gull","Departure","Dawn",1,0,0
"Ring-necked duck","Approach","Dawn",1,0,0
"Ring-necked duck","Approach","Day",1,0,0
"Ring-necked duck","Take-off Run","Day",1,0,0
"Ring-necked pheasant","Approach","Dawn",1,0,0
"Ring-necked pheasant","Approach","Night",1,0,0
"Ring-necked pheasant","Arrival","Day",1,0,0
"Ring-necked pheasant","Climb","Dusk",1,0,0
"Ring-necked pheasant","Landing Roll","Dawn",1,0,0
"Ring-necked pheasant","Taxi","Night",1,0,0
"River cooter","Landing Roll","Day",1,0,0
"Rock pigeon","Descent","Night",1,0,0
"Rock pigeon","Local","Dawn",1,0,0
"Rock pigeon","Local","Night",1,0,0
"Rock pigeon","Taxi","Dawn",1,0,0
"Rock sandpiper","Landing Roll","Day",1,0,0
"Rock sandpiper","Take-off Run","Dawn",1,0,0
"Rock wren","Approach","Night",1,0,0
"Rock wren","Landing Roll","Day",1,0,0
"Rock wren","Take-off Run","Day",1,0,0
"Rock wren","Take-off Run","Night",1,0,0
"Rook","Departure","Day",1,0,0
"Rook","Landing Roll","Day",1,0,0
"Rose-breasted grosbeak","Climb","Day",1,0,0
"Rose-breasted grosbeak","Descent","Night",1,0,0
"Rose-breasted grosbeak","Take-off Run","Dawn",1,0,0
"Rose-breasted grosbeak","Take-off Run","Day",1,0,0
"Roseate spoonbill","Approach","Day",1,0,0
"Roseate spoonbill","Approach","Dusk",1,0,0
"Ross's goose","Approach","Day",1,0,0
"Ross's goose","Approach","Night",1,0,0
"Rough-legged hawk","Approach","Night",1,0,0
"Rough-legged hawk","Local","Day",1,0,0
"Royal tern","Approach","Day",1,0,0
"Royal tern","Climb","Day",1,0,0
"Royal tern","En Route","Night",1,0,0
"Royal tern","Local","Day",1,0,0
"Royal tern","Parked","Day",1,0,0
"Ruby-crowned kinglet","Arrival","Night",1,0,0
"Ruby-crowned kinglet","Climb","Day",1,0,0
"Ruby-crowned kinglet","Descent","Day",1,0,0
"Ruby-crowned kinglet","En Route","Night",1,0,0
"Ruby-crowned kinglet","Local","Dawn",1,0,0
"Ruby-throated hummingbird","Arrival","Day",1,0,0
"Ruddy duck","Approach","Dusk",1,0,0
"Ruddy turnstone","Departure","Day",1,0,0
"Ruddy turnstone","Departure","Night",1,0,0
"Rufous hummingbird","Approach","Night",1,0,0
"Rufous hummingbird","Landing Roll","Day",1,0,0
"Rusty blackbird","Approach","Night",1,0,0
"Rusty blackbird","Climb","Night",1,0,0
"Rusty blackbird","Landing Roll","Day",1,0,0
"Rusty blackbird","Landing Roll","Night",1,0,0
"Sabine's gull","Landing Roll","Day",1,0,0
"Sabine's gull","Take-off Run","Dawn",1,0,0
"Saffron finch","Approach","Day",1,0,0
"Saffron finch","Approach","Dusk",1,0,0
"Saffron finch","Approach","Night",1,0,0
"Saffron finch","Climb","Day",1,0,0
"Saffron finch","Landing Roll","Dawn",1,0,0
"Sagebrush sparrow","Departure","Day",1,0,0
"Sanderling","Approach","Day",1,0,0
"Sanderling","Climb","Dusk",1,0,0
"Sanderling","Climb","Night",1,0,0
"Sanderling","Departure","Dawn",1,0,0
"Sanderling","Descent","Night",1,0,0
"Sandhill crane","Approach","Dawn",1,0,0
"Sandhill crane","Climb","Night",1,0,0
"Sandhill crane","Landing Roll","Dawn",1,0,0
"Sandpipers, curlews, phalaropes, allies","Climb","Dawn",1,0,0
"Sandpipers, curlews, phalaropes, allies","Climb","Dusk",1,0,0
"Sandpipers, curlews, phalaropes, allies","Climb","Night",1,0,0
"Sandpipers, curlews, phalaropes, allies","Local","Day",1,0,0
"Sandpipers, curlews, phalaropes, allies","Take-off Run","Dawn",1,0,0
